transition_date,transition_hour,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-09-29,0,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Tam Kontur,KADIKOY,M4,KADIKOY (DOGU)
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,7,4,TAM,Tam Kontur,,M7,MECIDIYEKOY BATI
2024-09-29,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,SISLI,M2,GAYRETTEPE
2024-09-29,0,KABATAS-MAHMUTBEY,Aktarma,1,1,TAM,Tam Aktarma,,M7,KARADENIZ MAH. BATI
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,5,1,TAM,Tam Kontur,FATIH,M1,AKSARAY 1
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,HALIC KUZEY
2024-09-29,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BESIKTAS,TCDD-GH,GAYRETTEPE
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,MARMARAY,YESILKOY
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Tam Kontur,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,ITU GUNEY
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,M4,BOSTANCI (DOGU)
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,FINDIKZADE
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Tam Kontur,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,GOZTEPE BATI
2024-09-29,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-29,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,FATIH,T1,FINDIKZADE
2024-09-29,0,HALKALI - GEBZE,Normal,2,2,TAM,Tam Kontur,KADIKOY,MARMARAY,FENERYOLU
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,KARADENIZ MAH. BATI
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-29,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SIRKECI
2024-09-29,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GAZIOSMANPASA,T4,BEREC
2024-09-29,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,USKUDAR,MARMARAY,USKUDAR-2
2024-09-29,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,GAZIOSMANPASA,T4,ALI FUAT BASGIL
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,,M7,CAGLAYAN BATI
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2024-09-29,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAGCILAR,M1,UCYUZLU
2024-09-29,0,BAHARIYE-OLIMPIYAT,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAHCELIEVLER,M9,DOGU SANAYI
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,TAKSIM GUNEY
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M5,USKUDAR 1
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,LALELI
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,3,2,INDIRIMLI1,Tam Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-29,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,TekliBilet Tarifeli,FATIH,T5,EMINONU
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,3,3,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,M1,BAYRAMPASA
2024-09-29,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M1,BAGCILAR MEYDAN
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,MARMARAY,KAZLICESME
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,FATIH,T1,AKSARAY
2024-09-29,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SULTANGAZI,T4,CEBECI
2024-09-29,0,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T5,AYVANSARAY
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,LEVENT GUNEY
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,MARMARAY,ZEYTINBURNU
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Abonman,ATASEHIR,M4,KOZYATAGI
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M1,MERTER
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,GUNGOREN,M1,MERTER
2024-09-29,0,KADIKOY-KARTAL,Normal,3,3,INDIRIMLI1,Indirimli Kontur,KADIKOY,M4,KADIKOY (DOGU)
2024-09-29,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,M3,INCIRLI
2024-09-29,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,T1,YUSUFPASA
2024-09-29,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BEYOGLU,T1,KARAKOY
2024-09-29,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GAZIOSMANPASA,T4,KARADENIZ MAHALLESI
2024-09-29,0,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,EYUPSULTAN,T4,VATAN
2024-09-29,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,SULTANAHMET
2024-09-29,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAYRAMPASA,T4,TASKOPRU
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-29,0,HALKALI - GEBZE,Normal,6,6,TAM,Tam Kontur,USKUDAR,MARMARAY,USKUDAR-2
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,2,2,UCRETSIZ,Ucretsiz,FATIH,M1,AKSARAY
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Tam Kontur,ZEYTINBURNU,MARMARAY,ZEYTINBURNU
2024-09-29,0,TOPKAPI-HABIBLER,Normal,2,1,TAM,Tam Kontur,SULTANGAZI,T4,HACI SUKRU
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,T1,AKSARAY
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M5,ALTUNIZADE 1
2024-09-29,0,HALKALI - GEBZE,Normal,3,3,TAM,Tam Kontur,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4,MALTEPE
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,CAKMAK
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,PERSONEL,Tam Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,MALTEPE,MARMARAY,SUREYYA PLAJI
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,UMRANIYE,M5,NECIP FAZIL
2024-09-29,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,T1,MITHATPASA
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4,BOSTANCI (DOGU)
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,USKUDAR,MARMARAY,USKUDAR-1
2024-09-29,0,HALKALI - GEBZE,Normal,4,3,TAM,Tam Kontur,KADIKOY,MARMARAY,AYRILIKCESMESI
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2,SISLI 2 KUZEY
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,,M7,MECIDIYEKOY BATI
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAYRAMPASA,M1,OTOGAR
2024-09-29,0,KABATAS-MAHMUTBEY,Normal,2,1,INDIRIMLI1,Tam Kontur,,M7,KARADENIZ MAH. BATI
2024-09-29,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,UMRANIYE,M5,CARSI
2024-09-29,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAYRAMPASA,M1,OTOGAR
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GUNGOREN,M1,MERTER
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KADIKOY,MARMARAY,GOZTEPE
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-29,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4,KADIKOY (BATI)
2024-09-29,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-29,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-29,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-29,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,BULGURLU
2024-09-29,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,3,1,TAM,Tam Kontur,BAKIRKOY,M3,BAKIRKOY IDO
2024-09-29,0,TOPKAPI-HABIBLER,Aktarma,1,1,TAM,Tam Aktarma,EYUPSULTAN,T4,SEHITLIK
2024-09-29,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M2,YENIKAPI KUZEY
2024-09-29,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M1,BAGCILAR MEYDAN
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-29,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,MARMARAY,USKUDAR-2
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,BEYOGLU,M2,TAKSIM GUNEY
2024-09-29,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,M2,HALIC GUNEY
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,M2,YENIKAPI GUNEY
2024-09-30,0,BAHARIYE-OLIMPIYAT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M9,M9 YENIBOSNA
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 2
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,KUCUKPAZAR
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,2,1,TAM,Tam Kontur,EYUPSULTAN,M1,BAYRAMPASA
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,ATAKOY
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,MERKEZEFENDI
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,TAKSIM GUNEY
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M5,ALTUNIZADE 2
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,SULTANAHMET
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAYRAMPASA,M1,SAGMALCILAR
2024-09-30,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,AKSARAY
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,NECIP FAZIL
2024-09-30,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,FATIH,MARMARAY,SIRKECI-4
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M3,YENI MAHALLE
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,ESENLER,M1,TERAZIDERE
2024-09-30,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-30,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,M4,TAVSANTEPE (DOGU)
2024-09-30,0,KABATAS-MAHMUTBEY,Aktarma,1,1,TAM,Tam Aktarma,,M7,ALIBEYKOY DOGU
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,9,4,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M3,INCIRLI
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Abonman,FATIH,T5,KUCUKPAZAR
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-30,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,GULHANE
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,SISLI 2 KUZEY
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,M1,AKSARAY 1
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI GUNEY
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,2,2,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-30,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,BEYOGLU,M2,TAKSIM GUNEY
2024-09-30,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,YUSUFPASA
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M1,BAGCILAR MEYDAN
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,2,1,TAM,Tam Kontur,FATIH,T5,EMINONU
2024-09-30,0,USKUDAR-CEKMEKOY,Aktarma,2,2,INDIRIMLI1,Tam Aktarma,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,EYUPSULTAN,T4,DEMIRKAPI
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,T1,BEYAZIT
2024-09-30,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,FATIH,MARMARAY,YENIKAPI-2
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,3,3,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,CAPA
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GAZIOSMANPASA,T4,T4 KIPTAS VENEZIA
2024-09-30,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SULTANGAZI,T4,SULTANCIFTLIGI
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,T5,KUCUKPAZAR
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,ESENLER
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,4,4,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-30,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,MECIDIYEKOY BATI
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,FATIH,M1,AKSARAY
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Abonman,PENDIK,M4,TAVSANTEPE (BATI)
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,GAYRETTEPE
2024-09-30,0,KABATAS-MAHMUTBEY,Aktarma,1,1,TAM,Tam Aktarma,,M7,ALIBEYKOY DOGU
2024-09-30,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,ORUCREIS DOGU
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,M2,VEZNECILER GUNEY
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,ESENLER,M1,ESENLER
2024-09-30,0,EMINONU-ALIBEYKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,FATIH,T5,EMINONU
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,T5,CEP OTOGAR
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,1,TAM,Tam Kontur,BAKIRKOY,M3,OZGURLUK MEYDANI GUNEY
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,2,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-30,0,LEVENT-HISAR USTU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,SISLI,M6,LEVENT DOGU KONKORS
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,GAYRETTEPE
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-30,0,BAHARIYE-OLIMPIYAT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M9,MIMAR SINAN
2024-09-30,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,SULTANGAZI,T4,CEBECI
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,GUNGOREN,M3,MAHMUTBEY M7 HOL 2
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,GULHANE
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,M2,HACIOSMAN
2024-09-30,0,KABATAS-BAGCILAR,Normal,2,1,TAM,TekliBilet Tarifeli,FATIH,T1,EMINONU 2
2024-09-30,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,M2,SANAYI MAH. KUZEY
2024-09-30,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M3,INCIRLI
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SIRKECI
2024-09-30,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M1,MERTER
2024-09-30,0,KADIKOY-KARTAL,Normal,2,2,TAM,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BASAKSEHIR,M3,METROKENT
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4,UNALAN
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,USKUDAR,M4,UNALAN
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-30,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Tam Kontur,,M7,ALIBEYKOY BATI
2024-09-30,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,EMINONU 2
2024-09-30,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAHCELIEVLER,M1,BAHCELIEVLER
2024-09-30,0,KABATAS-BAGCILAR,Normal,4,2,TAM,Tam Kontur,FATIH,T1,SULTANAHMET
2024-09-30,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,BEYOGLU,T1,TOPHANE
2024-09-30,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-30,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,TAM,Tam Abonman,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-30,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,ACIBADEM (BATI)
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,TAM,Tam Abonman,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-30,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,MARMARAY,SIRKECI-2
2024-09-30,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,M3,INCIRLI
