transition_date,transition_hour,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,T1,KARAKOY
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,GAZIOSMANPASA,T4,BEREC
2024-09-16,0,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAYRAMPASA,M1,OTOGAR 1
2024-09-16,0,KADIKOY-KARTAL,Normal,2,2,TAM,Tam Kontur,PENDIK,M4,FEVZI CAKMAK
2024-09-16,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,FATIH,M2,YENIKAPI KUZEY
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,BAGCILAR,M3,MAHMUTBEY M7 HOL 1
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,ESENLER,M1,TERAZIDERE
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,2,1,TAM,Tam Kontur,FATIH,M2,VEZNECILER KUZEY
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,USKUDAR 1
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ESENLER,T4,BASTABYA
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Tam Kontur,BAGCILAR,M3,KAYASEHIR MERKEZ
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,SISLI 2 KUZEY
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,UMRANIYE
2024-09-16,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,TAM,Tam Aktarma,BAYRAMPASA,M1,SAGMALCILAR
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,SIRKECI
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,KIRAZLI
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T1,TOPKAPI
2024-09-16,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,TAM,Tam Aktarma,FATIH,M1,YENIKAPI
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,GAYRETTEPE
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,UNALAN
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,RAMI
2024-09-16,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,T1,AKSARAY
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,M3,INCIRLI
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SULTANAHMET
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,SIRKECI
2024-09-16,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M2,YENIKAPI KUZEY
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,EMNIYET
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,GULHANE
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-16,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Tam Kontur,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T4,TOPKAPI
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,CARSI
2024-09-16,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Tam Kontur,FATIH,MARMARAY,SIRKECI-1
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,3,3,INDIRIMLI1,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-16,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,SISLI GUNEY
2024-09-16,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,2,2,TAM,Tam Kontur,BESIKTAS,TCDD-GH,GAYRETTEPE
2024-09-16,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,TAM,Tam Kontur,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-16,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,,M7,CAGLAYAN BATI
2024-09-16,0,EMINONU-ALIBEYKOY,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T5,ALIBEYKOY METRO
2024-09-16,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,SISLI,M2,SISLI 2 KUZEY
2024-09-16,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,MARMARAY,SOGUTLUCESME
2024-09-16,0,HALKALI - GEBZE,Normal,4,2,TAM,Tam Kontur,ZEYTINBURNU,MARMARAY,ZEYTINBURNU
2024-09-16,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,MALTEPE,MARMARAY,SUREYYA PLAJI
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,GUNGOREN,M1,DAVUTPASA
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,TAKSIM GUNEY
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Tam Kontur,BASAKSEHIR,M3,BASAK KONUTLARI
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,M1,ULUBATLI
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4,ACIBADEM (BATI)
2024-09-16,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,2,2,TAM,Tam Kontur,KAGITHANE,TCDD-GH,KAGITHANE
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,M3,INCIRLI
2024-09-16,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,OTOGAR 1
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,LEVENT GUNEY
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,KAYASEHIR MERKEZ
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,DUDULLU
2024-09-16,0,KABATAS-MAHMUTBEY,Normal,1,1,PERSONEL,Tam Abonman,,M7,YESILPINAR
2024-09-16,0,TOPKAPI-HABIBLER,Normal,2,1,UCRETSIZ,Ucretsiz,SULTANGAZI,T4,CEBECI
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,KARTALTEPE
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2,SISLI 2 KUZEY
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BASAKSEHIR,M3,BASAK KONUTLARI
2024-09-16,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,MAHMUTBEY M3 HOL 4
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,FATIH,T1,AKSARAY
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T1,TOPKAPI
2024-09-16,0,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T5,KUCUKPAZAR
2024-09-16,0,KADIKOY-KARTAL,Aktarma,1,1,TAM,Tam Aktarma,KARTAL,M4,KARTAL (BATI)
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,TOPCULAR
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,M4,KOZYATAGI
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,T4,TASKOPRU
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4,GOZTEPE
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4,FEVZI CAKMAK
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,T1,TOPHANE
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,FATIH,T1,EMINONU 2
2024-09-16,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Tam Kontur,KAGITHANE,TCDD-GH,KAGITHANE
2024-09-16,0,BAHARIYE-OLIMPIYAT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,M9,M9 YENIBOSNA
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,T1,YUSUFPASA
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,CEKMEKOY,M5,CEKMEKOY 2
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-16,0,KADIKOY-KARTAL,Normal,3,3,INDIRIMLI1,Indirimli Abonman,PENDIK,M4,FEVZI CAKMAK
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,PERSONEL,Tam Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,RAMI
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,M3,INCIRLI
2024-09-16,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,AKSARAY
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,CEKMEKOY,M5,CEKMEKOY 2
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-16,0,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,EYUPSULTAN,T4,SEHITLIK
2024-09-16,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,KISIKLI
2024-09-16,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-16,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,CIRCIR BATI
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M4,GOZTEPE
2024-09-16,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,MERKEZEFENDI
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-16,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T4,FETIHKAPI
2024-09-16,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4,GULSUYU
2024-09-16,0,KABATAS-BAGCILAR,Normal,4,2,TAM,Tam Kontur,FATIH,T1,YUSUFPASA
2024-09-16,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,YENIKAPI KUZEY
2024-09-16,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,EMINONU 2
2024-09-16,0,KABATAS-BAGCILAR,Aktarma,2,2,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-17,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,2,2,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAGCILAR,M1,UCYUZLU
2024-09-17,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,KAYASEHIR MERKEZ
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAYRAMPASA,M1,KARTALTEPE
2024-09-17,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,MARMARAY,ATAKOY
2024-09-17,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,MALTEPE,MARMARAY,SUREYYA PLAJI
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-17,0,KABATAS-MAHMUTBEY,Aktarma,2,2,TAM,Tam Aktarma,,M7,MECIDIYEKOY BATI
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Abonman,USKUDAR,M5,KISIKLI
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,M1,BAYRAMPASA
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-17,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Tam Kontur,BAGCILAR,M3,KAYASEHIR MERKEZ
2024-09-17,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,OTOGAR
2024-09-17,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,GAZIOSMANPASA,T4,KIPTAS VENEZIA
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,LEVENT GUNEY
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,CAKMAK
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,OTOGAR 1
2024-09-17,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,MARMARAY,ATAKOY
2024-09-17,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,,M7,NURTEPE BATI
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,T1,TOPHANE
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,USKUDAR 2
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,UMRANIYE,M5,IHLAMURKUYU
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M1,MERTER
2024-09-17,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,FATIH,T1,EMINONU 2
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,TERAZIDERE
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,LEVENT GUNEY
2024-09-17,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,MARMARAY,ZEYTINBURNU
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAGCILAR,M1,KIRAZLI
2024-09-17,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BESIKTAS,TCDD-GH,GAYRETTEPE
2024-09-17,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,DUDULLU
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-17,0,KADIKOY-KARTAL,Aktarma,1,1,TAM,Tam Aktarma,MALTEPE,M4,ESENKENT CEVIZLI
2024-09-17,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,ALTUNIZADE 1
2024-09-17,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,UMRANIYE,M5,CARSI
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,CAPA
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SULTANAHMET
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,KISIKLI
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,MENDERES
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,GUNGOREN,M1,DAVUTPASA
2024-09-17,0,KABATAS-MAHMUTBEY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,,M7,MECIDIYEKOY BATI
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,T1,YUSUFPASA
2024-09-17,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-17,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,GAZIOSMANPASA,T4,SAGMALCILAR
2024-09-17,0,USKUDAR-CEKMEKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M5,ALTUNIZADE 2
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2024-09-17,0,USKUDAR-CEKMEKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,UMRANIYE,M5,ALTINSEHIR
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,GUNGOREN,M1,DAVUTPASA
2024-09-17,0,EMINONU-ALIBEYKOY,Normal,1,1,UCRETSIZ,Tam Kontur,FATIH,T5,FENER
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Abonman,GUNGOREN,M1,DAVUTPASA
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAYRAMPASA,M1,OTOGAR
2024-09-17,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M2,YENIKAPI GUNEY
2024-09-17,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,,M7,MECIDIYEKOY BATI
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY KUZEY
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,T1,SIRKECI
2024-09-17,0,KABATAS-BAGCILAR,Normal,4,2,TAM,Tam Kontur,BEYOGLU,T1,KARAKOY
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAYRAMPASA,M1,OTOGAR 1
2024-09-17,0,KABATAS-MAHMUTBEY,Aktarma,2,2,INDIRIMLI1,Tam Aktarma,,M7,MECIDIYEKOY BATI
2024-09-17,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,PENDIK,MARMARAY,PENDIK
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,MERKEZEFENDI
2024-09-17,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,YENIMAHALLE
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,UMRANIYE
2024-09-17,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,ALTUNIZADE 1
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,KISIKLI
2024-09-17,0,YENIKAPI - HAVALIMANI,Normal,2,2,TAM,Tam Kontur,FATIH,M1,AKSARAY
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,BEYOGLU,T1,KABATAS 2
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,BAGLARBASI
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,M2,SISLI 2 KUZEY
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 2
2024-09-17,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,TOPCULAR
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,M5,BULGURLU
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-17,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SIRKECI
